file	origin	licence	redistributable	category	kind	verdict	pieces	distinct_prefabs	footprint	top_tier	missing_pct	portals	stations	ih_discarded_rows	creator	role	fit
hs_plains_builder_blacksmith.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1445	63	30.1x31.7x30.7	mistlands	0.0	0	17	77	Builder	1445 pieces, 63 prefabs, 30.1x31.7x30.7 m, 17 stations, 0 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_builder_portalhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	module	PLACES_CLEAN	203	14	14.1x13.9x7.1	blackforest	0.0	14	0	32	Builder	203 pieces, 14 prefabs, 14.1x13.9x7.1 m, 0 stations, 0 beds, 14 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_builder_tavern_001.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	660	51	21.5x23.9x11.0	blackforest	0.0	0	11	47	Builder	660 pieces, 51 prefabs, 21.5x23.9x11.0 m, 11 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	48	7	4.0x6.0x5.0	meadows	0.0	0	0	14	Biome Blueprints	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_creative_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	1150	35	18.0x30.0x12.0	swamp	0.0	0	7	48	Creative	1150 pieces, 35 prefabs, 18.0x30.0x12.0 m, 7 stations, 0 beds, 0 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_dad_tavern.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3641	71	40.7x45.3x17.2	mistlands	0.0	1	3	108	Test	3641 pieces, 71 prefabs, 40.7x45.3x17.2 m, 3 stations, 2 beds, 1 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_dumbel_small_work.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	312	48	18.8x15.4x7.0	blackforest	0.0	0	22	38	Dumbel	312 pieces, 48 prefabs, 18.8x15.4x7.0 m, 22 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_gorthein_dupont_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2250	103	54.0x62.2x14.8	mistlands	0.0	0	33	178	Gorthein	2250 pieces, 103 prefabs, 54.0x62.2x14.8 m, 33 stations, 3 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_great_hall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	132	7	8.0x12.0x6.0	meadows	0.0	0	0	23	Biome Blueprints	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_gunbunny_blacksmith_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1023	55	28.5x21.0x14.0	swamp	0.0	0	12	54	GunBunny	1023 pieces, 55 prefabs, 28.5x21.0x14.0 m, 12 stations, 1 beds, 0 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_halvar_cluckingham_palace.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	273	29	10.0x7.0x11.0	swamp	0.0	0	0	23	Halvar	273 pieces, 29 prefabs, 10.0x7.0x11.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	60	7	4.0x8.0x5.0	meadows	0.0	0	0	16	Biome Blueprints	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	28	7	4.0x4.0x3.0	meadows	0.0	0	0	12	Biome Blueprints	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_longhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	108	7	4.0x16.0x5.0	meadows	0.0	0	0	20	Biome Blueprints	108 pieces, 7 prefabs, 4.0x16.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	96	7	8.0x8.0x6.0	meadows	0.0	0	0	21	Biome Blueprints	96 pieces, 7 prefabs, 8.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_mister_meia_casa.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	760	43	18.9x17.2x10.5	blackforest	0.0	0	13	40	Mister	760 pieces, 43 prefabs, 18.9x17.2x10.5 m, 13 stations, 2 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_ragnar_smelter.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	695	20	34.2x23.3x9.5	mistlands	0.0	0	6	63	Ragnar	695 pieces, 20 prefabs, 34.2x23.3x9.5 m, 6 stations, 0 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_sheepshank_basichouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2528	79	38.4x23.7x16.0	mistlands	0.0	0	24	68	Sheepshank	2528 pieces, 79 prefabs, 38.4x23.7x16.0 m, 24 stations, 6 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_sheepshank_mangohall.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3503	95	37.3x43.1x28.5	mistlands	0.0	3	19	106	Sheepshank	3503 pieces, 95 prefabs, 37.3x43.1x28.5 m, 19 stations, 0 beds, 3 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_sheepshank_nickmansion.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3542	105	50.1x39.8x19.8	mistlands	0.0	0	29	116	Sheepshank	3542 pieces, 105 prefabs, 50.1x39.8x19.8 m, 29 stations, 7 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_sheepshank_skeggoxmanor.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	2857	91	47.1x47.1x14.0	mistlands	0.0	4	19	121	Sheepshank	2857 pieces, 91 prefabs, 47.1x47.1x14.0 m, 19 stations, 3 beds, 4 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_sneglehus_1_1.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	4305	97	51.3x51.4x22.3	mistlands	0.0	18	38	140	Mördar Erik	4305 pieces, 97 prefabs, 51.3x51.4x22.3 m, 38 stations, 6 beds, 18 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_startinghouse_plainsmodel.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	868	82	22.0x25.0x14.5	plains	0.0	0	30	52	PiNdO	868 pieces, 82 prefabs, 22.0x25.0x14.5 m, 30 stations, 2 beds, 0 portals	source biome tag: plains; material tier: plains. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_stilt_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	54	8	4.0x6.0x6.0	meadows	0.0	0	0	14	Biome Blueprints	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_stilt_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	68	8	4.0x8.0x6.0	meadows	0.0	0	0	16	Biome Blueprints	68 pieces, 8 prefabs, 4.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_stilt_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	32	8	4.0x4.0x4.0	meadows	0.0	0	0	12	Biome Blueprints	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_stone_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	64	9	4.0x6.0x6.5	blackforest	0.0	0	0	14	Biome Blueprints	64 pieces, 9 prefabs, 4.0x6.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_stone_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	80	9	4.0x8.0x6.5	blackforest	0.0	0	0	16	Biome Blueprints	80 pieces, 9 prefabs, 4.0x8.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_stone_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	152	9	8.0x10.0x7.5	blackforest	0.0	0	0	21	Biome Blueprints	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_tester_swamp_to_mountains_bungalow.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	875	75	30.3x39.5x12.5	plains	0.0	1	45	86	Tester	875 pieces, 75 prefabs, 30.3x39.5x12.5 m, 45 stations, 2 beds, 1 portals	source biome tag: plains; material tier: plains. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_throneofdecay_brigames.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3180	75	60.8x60.7x25.0	mistlands	0.0	0	4	192	Bri The Phoenix	3180 pieces, 75 prefabs, 60.8x60.7x25.0 m, 4 stations, 1 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_ulf_the_builder_lighthouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	1267	37	14.1x15.1x26.2	swamp	0.0	0	3	32	Ulf The Builder	1267 pieces, 37 prefabs, 14.1x15.1x26.2 m, 3 stations, 1 beds, 0 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_upgrade_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	2603	127	47.9x38.0x17.0	plains	0.0	1	33	108	Годрик	2603 pieces, 127 prefabs, 47.9x38.0x17.0 m, 33 stations, 2 beds, 1 portals	source biome tag: plains; material tier: plains. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_villa.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	178	7	12.0x10.0x9.0	meadows	0.0	0	0	23	Biome Blueprints	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: plains; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_plains_vrolok_stone_refuge_2.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	89	19	8.0x9.3x6.0	swamp	0.0	1	6	21	Vrolok	89 pieces, 19 prefabs, 8.0x9.3x6.0 m, 6 stations, 0 beds, 1 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_babe_estacao_de_trabalho.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	module	PLACES_CLEAN	384	34	14.8x19.4x7.5	blackforest	0.0	0	11	38	Babe	384 pieces, 34 prefabs, 14.8x19.4x7.5 m, 11 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_bridge1_stone.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	114	9	14.1x14.1x2.5	swamp	0.0	0	0	32	BerserkTBuilDeR	114 pieces, 9 prefabs, 14.1x14.1x2.5 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	48	7	4.0x6.0x5.0	meadows	0.0	0	0	14	Biome Blueprints	48 pieces, 7 prefabs, 4.0x6.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_great_hall.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	132	7	8.0x12.0x6.0	meadows	0.0	0	0	23	Biome Blueprints	132 pieces, 7 prefabs, 8.0x12.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_halfnate_viking_house_new.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	setpiece	PLACES_CLEAN	3476	80	27.0x27.6x16.0	swamp	0.0	0	21	60	Halfnate	3476 pieces, 80 prefabs, 27.0x27.6x16.0 m, 21 stations, 4 beds, 0 portals	source biome tag: swamp; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_halvar_master_refinery.blueprint	OverDrive/BiomeBlueprints	none stated	no	production	setpiece	PLACES_CLEAN	917	51	22.3x23.9x10.6	mistlands	0.0	0	20	49	Halvar	917 pieces, 51 prefabs, 22.3x23.9x10.6 m, 20 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	60	7	4.0x8.0x5.0	meadows	0.0	0	0	16	Biome Blueprints	60 pieces, 7 prefabs, 4.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	28	7	4.0x4.0x3.0	meadows	0.0	0	0	12	Biome Blueprints	28 pieces, 7 prefabs, 4.0x4.0x3.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_longhouse.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	108	7	4.0x16.0x5.0	meadows	0.0	0	0	20	Biome Blueprints	108 pieces, 7 prefabs, 4.0x16.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	96	7	8.0x8.0x6.0	meadows	0.0	0	0	21	Biome Blueprints	96 pieces, 7 prefabs, 8.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_michel_portals_tower.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	4989	18	20.1x23.1x42.0	swamp	0.0	159	0	47	Michel	4989 pieces, 18 prefabs, 20.1x23.1x42.0 m, 0 stations, 0 beds, 159 portals	source biome tag: swamp; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_sheepshank_danamermhomefinal.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	setpiece	PLACES_CLEAN	3009	101	43.3x43.9x17.5	mistlands	0.0	5	28	117	Sheepshank	3009 pieces, 101 prefabs, 43.3x43.9x17.5 m, 28 stations, 8 beds, 5 portals	source biome tag: swamp; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_stilt_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	54	8	4.0x6.0x6.0	meadows	0.0	0	0	14	Biome Blueprints	54 pieces, 8 prefabs, 4.0x6.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_stilt_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	68	8	4.0x8.0x6.0	meadows	0.0	0	0	16	Biome Blueprints	68 pieces, 8 prefabs, 4.0x8.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_stilt_hut.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	32	8	4.0x4.0x4.0	meadows	0.0	0	0	12	Biome Blueprints	32 pieces, 8 prefabs, 4.0x4.0x4.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_stone_cottage.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	64	9	4.0x6.0x6.5	blackforest	0.0	0	0	14	Biome Blueprints	64 pieces, 9 prefabs, 4.0x6.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_stone_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	80	9	4.0x8.0x6.5	blackforest	0.0	0	0	16	Biome Blueprints	80 pieces, 9 prefabs, 4.0x8.0x6.5 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_stone_manor.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	152	9	8.0x10.0x7.5	blackforest	0.0	0	0	21	Biome Blueprints	152 pieces, 9 prefabs, 8.0x10.0x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_villa.blueprint	OverDrive/BiomeBlueprints	none stated	no	flavour	module	PLACES_CLEAN	178	7	12.0x10.0x9.0	meadows	0.0	0	0	23	Biome Blueprints	178 pieces, 7 prefabs, 12.0x10.0x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_vrolok_caba_a_2.blueprint	OverDrive/BiomeBlueprints	none stated	no	portal	module	PLACES_CLEAN	343	49	20.3x30.8x6.5	meadows	0.0	4	20	59	Vrolok	343 pieces, 49 prefabs, 20.3x30.8x6.5 m, 20 stations, 1 beds, 4 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
hs_swamp_xxx_blackforest_house.blueprint	OverDrive/BiomeBlueprints	none stated	no	base	module	PLACES_CLEAN	544	69	15.4x15.6x9.5	meadows	0.0	0	21	32	Xxx	544 pieces, 69 prefabs, 15.4x15.6x9.5 m, 21 stations, 1 beds, 0 portals	source biome tag: swamp; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
Rocket Raccoon_Barracas_Media.blueprint	mcarvall/Midgard-Valheim-Server	none stated	no	flavour	module	PLACES_CLEAN	134	17	10.1x10.1x9.0	meadows	0.0	0	0	0	Rocket Raccoon	134 pieces, 17 prefabs, 10.1x10.1x9.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
Rocket Raccoon_Beliche.blueprint	mcarvall/Midgard-Valheim-Server	none stated	no	base	module	PLACES_WITH_GAPS	6	2	2.3x3.1x1.6	meadows	0.0	0	0	0	Rocket Raccoon	6 pieces, 2 prefabs, 2.3x3.1x1.6 m, 0 stations, 2 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
Rocket Raccoon_Casa_de_Campo.blueprint	mcarvall/Midgard-Valheim-Server	none stated	no	base	setpiece	PLACES_WITH_GAPS	489	35	40.8x42.2x12.9	ashlands	0.41	0	5	0	Rocket Raccoon	489 pieces, 35 prefabs, 40.8x42.2x12.9 m, 5 stations, 2 beds, 0 portals	source biome tag: none; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement
Rocket Raccoon_Quick_House.blueprint	mcarvall/Midgard-Valheim-Server	none stated	no	base	module	PLACES_WITH_GAPS	157	20	10.1x10.1x9.0	meadows	0.0	0	2	0	Rocket Raccoon	157 pieces, 20 prefabs, 10.1x10.1x9.0 m, 2 stations, 2 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
Relicv_Raven_V2.blueprint	okeanz/LootGoblinsUtils	none stated	no	flavour	module	PLACES_WITH_GAPS	94	12	10.6x8.4x7.5	swamp	1.06	0	0	0	Relicv	94 pieces, 12 prefabs, 10.6x8.4x7.5 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement
sample_001.blueprint	sighsorry1029/Homestead	GPL-3.0	incompatible	flavour	module	PLACES_CLEAN	63	8	12.0x8.0x5.0	meadows	0.0	0	0	0	Homestead	63 pieces, 8 prefabs, 12.0x8.0x5.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
sample_002.blueprint	sighsorry1029/Homestead	GPL-3.0	incompatible	flavour	module	PLACES_CLEAN	132	10	12.0x14.0x6.0	meadows	0.0	0	0	0	Homestead	132 pieces, 10 prefabs, 12.0x14.0x6.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
sample_003.blueprint	sighsorry1029/Homestead	GPL-3.0	incompatible	flavour	module	PLACES_CLEAN	236	17	12.0x16.0x10.0	meadows	0.0	0	0	0	Homestead	236 pieces, 17 prefabs, 12.0x16.0x10.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
sample_snap.blueprint	sighsorry1029/Homestead	GPL-3.0	incompatible	flavour	module	PLACES_CLEAN	4	1	2.0x0.0x2.0	meadows	0.0	0	0	0	Homestead	4 pieces, 1 prefabs, 2.0x0.0x2.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement
